Number,Short description,Assignment Group,Ticket Type,First Assignment Group,Additional comments (end-user view),Work notes (internal view)
INC0011417,Mismatch in trade recon,L1 Service Desk,Service Request,L1 Service Desk,"01-07-2026 23:47:52 - Tommy Gore (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the billing invoice discrepancy needs to be fixed today.

01-07-2026 19:11:52 - Tommy Gore (Additional comments (end-user view))
Hi, this is the second time I'm reporting the billing invoice discrepancy. It's really frustrating.","02-07-2026 01:36:52 - Arjun Mehta (Work notes (internal view))
Workaround provided for the billing invoice discrepancy but underlying issue remains unresolved.

01-07-2026 20:50:52 - Arjun Mehta (Work notes (internal view))
Investigation delayed due to dependency on another team for the billing invoice discrepancy.

01-07-2026 19:36:52 - Arjun Mehta (Work notes (internal view))
Acknowledged the request. Reviewing the billing invoice discrepancy now and will update shortly."
INC0011418,Settlement instruction failed,Access Management Team,Incident,Access Management Team,"23-08-2026 18:58:52 - Linda Cox (Additional comments (end-user view))
Okay, please keep me posted on the purchase order mismatch.

23-08-2026 14:11:52 - Linda Cox (Additional comments (end-user view))
Good day, raising this ticket regarding the purchase order mismatch.","23-08-2026 19:43:52 - Omar Siddiqui (Work notes (internal view))
Update applied for the purchase order mismatch. Awaiting user confirmation before closing.

23-08-2026 16:07:52 - Omar Siddiqui (Work notes (internal view))
Investigation in progress on the purchase order mismatch. Will provide an update within SLA.

23-08-2026 14:20:52 - Omar Siddiqui (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the purchase order mismatch."
INC0011419,Stale pricing data,Payments L2 Support,Service Request,Payments L2 Support,"20-07-2026 06:19:52 - Sara Ibrahim (Additional comments (end-user view))
I'm still not happy - the password reset request is still broken and I've been ignored for too long.

20-07-2026 02:11:52 - Sara Ibrahim (Additional comments (end-user view))
I'm not happy about how long the password reset request has been an issue. This is urgent.","20-07-2026 06:49:52 - Omar Siddiqui (Work notes (internal view))
Workaround provided for the password reset request but underlying issue remains unresolved.

20-07-2026 04:41:52 - Omar Siddiqui (Work notes (internal view))
Issue with the password reset request is more complex than expected; still working on it.

20-07-2026 02:50:52 - Omar Siddiqui (Work notes (internal view))
Acknowledged the request. Reviewing the password reset request now and will update shortly."
INC0011420,Trade booking rejected by risk engine,Trade Support L2,Defect,ACME Support,"13-07-2026 19:10:52 - Helena Ruiz (Additional comments (end-user view))
Completely unacceptable. Escalate this immediately, the password reset request has been broken for far too long.

13-07-2026 14:11:52 - Helena Ruiz (Additional comments (end-user view))
This is unacceptable - the password reset request has failed again and I've been waiting for days.","13-07-2026 19:58:52 - Wei Zhang (Work notes (internal view))
Critical issue with the password reset request still unresolved after repeated escalation. SLA breached.

13-07-2026 16:14:52 - Wei Zhang (Work notes (internal view))
Ticket was reassigned twice due to unclear ownership of the password reset request. Escalating internally.

13-07-2026 14:41:52 - Wei Zhang (Work notes (internal view))
Picked up this ticket. Starting investigation into the password reset request."
INC0011421,Recon job failed overnight,Trade Support L2,Service Request,Trade Support L2,"21-07-2026 19:23:52 - Helena Ruiz (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the billing invoice discrepancy needs to be fixed today.

21-07-2026 15:11:52 - Helena Ruiz (Additional comments (end-user view))
Hello, the billing invoice discrepancy has been broken for a while now and it's slowing my whole team down.","21-07-2026 19:58:52 - Liam O'Connor (Work notes (internal view))
Fix for the billing invoice discrepancy delayed again due to a failed deployment. Apologized to user for the poor experience.

21-07-2026 17:01:52 - Liam O'Connor (Work notes (internal view))
Investigation delayed due to dependency on another team for the billing invoice discrepancy.

21-07-2026 15:44:52 - Liam O'Connor (Work notes (internal view))
Acknowledged the request. Reviewing the billing invoice discrepancy now and will update shortly."
INC0011422,Access request pending approval,L1 Service Desk,Service Request,Network Support,"14-08-2026 20:20:52 - Sara Ibrahim (Additional comments (end-user view))
Completely unacceptable. Escalate this immediately, the instance upgrade has been broken for far too long.

14-08-2026 16:11:52 - Sara Ibrahim (Additional comments (end-user view))
This is the worst support experience I've had. the instance upgrade keeps failing and I'm furious about the delay.","14-08-2026 20:52:52 - Emily Carter (Work notes (internal view))
Multiple failed attempts to resolve the instance upgrade. User is angry and has requested management escalation.

14-08-2026 17:45:52 - Emily Carter (Work notes (internal view))
Ticket was reassigned twice due to unclear ownership of the instance upgrade. Escalating internally.

14-08-2026 16:47:52 - Emily Carter (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the instance upgrade."
INC0011423,Settlement instruction failed,Risk & Compliance Ops,Defect,Risk & Compliance Ops,"28-08-2026 18:36:52 - Linda Cox (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the router configuration needs to be fixed today.

28-08-2026 16:11:52 - Linda Cox (Additional comments (end-user view))
Hi, this is the second time I'm reporting the router configuration. It's really frustrating.","28-08-2026 18:56:52 - Wei Zhang (Work notes (internal view))
Workaround provided for the router configuration but underlying issue remains unresolved.

28-08-2026 17:22:52 - Wei Zhang (Work notes (internal view))
Investigation delayed due to dependency on another team for the router configuration.

28-08-2026 16:39:52 - Wei Zhang (Work notes (internal view))
Picked up this ticket. Starting investigation into the router configuration."
INC0011424,Role permissions incorrect,Access Management Team,Incident,Access Management Team,"29-07-2026 23:27:52 - Owen Blake (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the network latency needs to be fixed today.

29-07-2026 18:11:52 - Owen Blake (Additional comments (end-user view))
Hello, the network latency has been broken for a while now and it's slowing my whole team down.","30-07-2026 01:10:52 - Noah Williams (Work notes (internal view))
Workaround provided for the network latency but underlying issue remains unresolved.

29-07-2026 21:28:52 - Noah Williams (Work notes (internal view))
Issue with the network latency is more complex than expected; still working on it.

29-07-2026 18:49:52 - Noah Williams (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the network latency."
INC0011425,Sanctions screening delayed,Trade Support L2,Incident,Trade Support L2,"08-08-2026 11:21:52 - Owen Blake (Additional comments (end-user view))
Confirmed fixed on my end - excellent and fast service, thanks team!

08-08-2026 08:11:52 - Owen Blake (Additional comments (end-user view))
Hello, I need help with the wifi access point. Not urgent, just checking in.","08-08-2026 12:06:52 - Kenji Watanabe (Work notes (internal view))
Fix deployed and verified for the wifi access point. User confirmed satisfied. Marking resolved.

08-08-2026 09:40:52 - Kenji Watanabe (Work notes (internal view))
Root cause identified quickly. Applying the fix for the wifi access point now.

08-08-2026 08:19:52 - Kenji Watanabe (Work notes (internal view))
Acknowledged the request. Reviewing the wifi access point now and will update shortly."
INC0011426,Risk limit breach not alerting,Core Banking L3,Defect,Billing Support,"08-07-2026 21:21:52 - Andrew Chen (Additional comments (end-user view))
This has failed again. I am furious - the account password policy is critical and this is the worst support I've received.

08-07-2026 19:11:52 - Andrew Chen (Additional comments (end-user view))
I'm extremely frustrated. the account password policy is still broken and nobody has responded. Please escalate.","08-07-2026 23:09:52 - Chloe Martin (Work notes (internal view))
Multiple failed attempts to resolve the account password policy. User is angry and has requested management escalation.

08-07-2026 20:10:52 - Chloe Martin (Work notes (internal view))
Repeated attempts to resolve the account password policy have failed. Escalating to L3 / senior engineer.

08-07-2026 19:23:52 - Chloe Martin (Work notes (internal view))
Picked up this ticket. Starting investigation into the account password policy."
INC0011427,Mismatch in trade recon,Payments L2 Support,Service Request,Payments L2 Support,"19-07-2026 22:01:52 - Linda Cox (Additional comments (end-user view))
That worked perfectly, thank you so much! Really appreciate the quick and professional help.

19-07-2026 19:11:52 - Linda Cox (Additional comments (end-user view))
Hi, could someone look into the software license renewal when you get a chance? Thanks in advance!","19-07-2026 23:17:52 - Arjun Mehta (Work notes (internal view))
Fix deployed and verified for the software license renewal. User confirmed satisfied. Marking resolved.

19-07-2026 20:14:52 - Arjun Mehta (Work notes (internal view))
Root cause identified quickly. Applying the fix for the software license renewal now.

19-07-2026 19:38:52 - Arjun Mehta (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the software license renewal."
INC0011428,Payment batch failed to post,Core Banking L3,Incident,Core Banking L3,"18-08-2026 16:58:52 - Owen Blake (Additional comments (end-user view))
I'm still not happy - the password reset request is still broken and I've been ignored for too long.

18-08-2026 12:11:52 - Owen Blake (Additional comments (end-user view))
Hi, this is the second time I'm reporting the password reset request. It's really frustrating.","18-08-2026 17:24:52 - Ethan Brooks (Work notes (internal view))
Fix for the password reset request delayed again due to a failed deployment. Apologized to user for the poor experience.

18-08-2026 13:33:52 - Ethan Brooks (Work notes (internal view))
Investigation delayed due to dependency on another team for the password reset request.

18-08-2026 12:42:52 - Ethan Brooks (Work notes (internal view))
Picked up this ticket. Starting investigation into the password reset request."
